transaction_amount,transaction_type,account_age_days,num_previous_transactions,country,device_type,is_foreign_transaction,is_high_risk_country,is_anomaly
290.9533456523684,payment,1373,154,US,mobile,0,1,0
602.9014021776788,transfer,2215,155,India,tablet,0,0,0
596.4559714177534,deposit,1603,430,UK,tablet,1,0,0
3249.559407559157,transfer,1021,363,US,desktop,1,1,0
3732.763947534462,withdrawal,2445,448,Canada,mobile,1,1,0
2921.0101378348263,transfer,1276,475,US,tablet,1,0,0
4811.241016887964,payment,389,234,US,desktop,1,1,0
1880.6041918232834,withdrawal,950,51,UK,tablet,0,1,0
1435.703310546485,deposit,2406,306,UK,tablet,1,1,0
4344.309649665407,payment,2540,262,Australia,mobile,0,0,0
1125.7432342120687,payment,992,315,Canada,mobile,0,1,0
4816.480471808651,deposit,1857,125,UK,tablet,0,0,0
70.65082870218355,deposit,2913,399,India,desktop,1,0,0
4849.695345271119,transfer,1643,245,Canada,mobile,0,0,0
225.3679606333748,withdrawal,1670,30,Canada,tablet,0,1,1
4456.804137353375,deposit,2246,426,UK,mobile,0,1,0
2643.228534340636,deposit,246,485,Canada,mobile,0,1,0
4964.894332635308,withdrawal,407,122,UK,mobile,1,1,1
378.24485802964034,deposit,148,125,US,tablet,1,1,1
2773.7328791625905,deposit,219,37,Australia,desktop,0,0,0
4846.819652739304,transfer,2844,170,US,desktop,0,0,0
2620.2582424090424,payment,399,124,UK,desktop,1,0,0
3150.69920429496,payment,1831,357,UK,mobile,1,1,0
3481.7859580332397,payment,2226,35,US,tablet,1,0,0
2278.1599131911885,payment,681,87,India,mobile,0,0,0
3141.5148196194764,deposit,1912,134,India,desktop,1,1,0
2925.7284164962703,withdrawal,1541,196,India,desktop,0,1,0
4506.778472350035,withdrawal,799,274,UK,tablet,0,0,0
236.77743790387478,transfer,2451,201,Canada,mobile,1,0,0
1412.0063160652294,transfer,810,369,UK,desktop,0,1,0
4752.553305542028,deposit,1746,285,Canada,tablet,1,1,0
4452.416281615672,withdrawal,2237,77,US,mobile,0,1,0
2283.7271964007077,withdrawal,2428,59,Australia,mobile,1,1,0
3104.461663029668,payment,1341,431,Canada,desktop,0,0,0
1394.132103075852,deposit,2969,126,India,desktop,0,0,0
948.7245870215689,deposit,1279,401,UK,mobile,1,1,0
2323.855040650511,payment,552,109,US,mobile,1,0,0
1773.2276178500035,deposit,551,224,India,desktop,1,0,0
2922.4439981358514,deposit,812,496,US,mobile,1,1,0
397.8958384552743,transfer,2350,278,Australia,desktop,0,0,0
4872.230090254171,withdrawal,965,68,UK,mobile,1,0,0
4931.191614953218,deposit,2260,69,UK,desktop,1,0,0
3493.826952958528,transfer,1718,165,Australia,tablet,0,1,0
2685.120868057161,withdrawal,517,489,UK,desktop,1,1,1
1554.5428052687755,payment,1880,305,Canada,desktop,1,0,0
4070.837148337674,transfer,875,397,US,tablet,0,1,0
3426.8085510438577,transfer,2201,162,India,mobile,1,1,0
821.4585273310075,withdrawal,2867,365,Australia,tablet,1,1,0
4555.526650624274,payment,2491,342,Canada,desktop,1,0,1
4114.460842186613,transfer,2033,309,India,mobile,1,0,0
4749.501567326701,deposit,1778,379,India,tablet,1,1,0
3631.3403468579163,deposit,715,343,Australia,mobile,1,0,0
3070.9418277195914,deposit,2190,435,Canada,mobile,0,0,0
2097.032751090188,payment,2965,387,India,tablet,1,0,0
4664.315131936526,transfer,2199,42,India,mobile,0,0,0
4331.658808607038,deposit,1597,354,Canada,tablet,0,0,0
235.64116382988513,payment,1275,416,UK,desktop,0,1,0
141.5712027412875,deposit,68,109,India,mobile,0,0,0
1888.5522007214674,withdrawal,2574,51,US,desktop,1,0,1
4054.6611206013463,transfer,809,250,Canada,desktop,1,0,0
4936.507885281573,transfer,1286,497,India,mobile,1,1,0
760.5802866066057,payment,2226,341,Australia,tablet,0,1,0
2974.712269607154,payment,2738,430,US,mobile,1,1,0
1910.6453745887973,transfer,1957,383,India,desktop,1,0,0
4849.87284509487,deposit,331,492,US,desktop,1,1,0
4212.173426447186,deposit,2315,21,US,tablet,0,1,0
4193.260236508578,withdrawal,676,300,UK,mobile,0,1,0
2348.778867376902,deposit,692,139,US,desktop,1,1,0
2079.949316664949,payment,2313,359,UK,desktop,0,0,0
1374.3012889342242,payment,1789,324,Canada,desktop,0,1,0
291.3137282881263,deposit,2280,499,UK,tablet,1,1,0
4324.964657512715,payment,285,385,Australia,desktop,0,0,0
4066.376035559087,transfer,627,92,India,desktop,0,0,1
4998.591189697791,transfer,691,447,Canada,mobile,1,1,0
4983.217816998788,deposit,264,280,Canada,mobile,0,0,0
2781.604210957111,transfer,1398,125,Australia,desktop,0,1,0
3847.2472017507475,transfer,2611,483,UK,desktop,0,0,0
4724.380992113316,withdrawal,2937,397,India,mobile,0,0,0
4249.740479480283,withdrawal,799,111,UK,tablet,0,1,0
1244.2670276985564,transfer,2618,354,US,tablet,0,0,0
2258.215235197367,deposit,242,139,UK,tablet,0,1,0
654.50548160596,withdrawal,492,484,Canada,tablet,0,0,0
4770.714626021025,payment,2513,435,India,tablet,1,1,0
3034.8114259098916,payment,312,273,UK,tablet,1,0,0
1150.927599462279,payment,1516,99,India,tablet,1,0,0
3361.786415185225,deposit,1460,252,India,tablet,1,0,0
3094.4599198849,transfer,117,338,US,mobile,0,0,0
1797.2319629838742,payment,1097,104,US,tablet,1,0,0
576.6523850761488,deposit,490,214,Canada,tablet,1,1,0
3361.15024600807,withdrawal,2355,249,Australia,tablet,0,0,0
2606.3354275099286,transfer,2498,152,India,desktop,0,1,0
3863.86877476084,withdrawal,1754,250,Australia,mobile,0,1,0
2605.615870548847,deposit,1406,275,Canada,mobile,0,1,0
4262.385686589515,payment,2773,165,India,mobile,0,0,0
2764.015125484683,payment,544,487,India,tablet,1,1,0
2809.0804779615773,deposit,732,341,Australia,tablet,0,0,0
4384.501477265142,payment,1683,8,UK,desktop,1,1,0
2023.3795023998612,transfer,2096,284,US,mobile,1,1,0
678.7359899686973,deposit,52,5,UK,tablet,0,1,0
153.62555480356147,withdrawal,2490,145,Australia,mobile,1,1,0
3778.1349058113587,deposit,1083,101,US,desktop,1,1,0
3105.3446612537887,transfer,1860,164,UK,desktop,0,0,0
3523.358042815126,transfer,2185,374,US,desktop,1,1,0
1072.6911659294647,deposit,1334,147,India,mobile,1,1,0
690.4936631779811,deposit,1164,64,UK,tablet,1,0,0
82.57788168273082,payment,2213,91,US,tablet,0,0,0
1759.431918444919,transfer,391,117,US,desktop,0,0,0
2953.689257404619,deposit,2206,354,US,tablet,0,1,0
1967.2977850476643,deposit,1929,267,UK,desktop,1,1,0
2192.999860898408,transfer,1314,310,Canada,mobile,0,1,0
4521.751885523805,deposit,544,173,UK,desktop,1,1,0
1747.7947804462688,payment,478,47,Australia,mobile,0,1,0
2574.807550907456,transfer,1953,140,UK,desktop,1,1,0
3920.428533578304,payment,1536,246,US,tablet,0,0,0
1988.748483783138,payment,1277,149,India,tablet,0,0,0
3114.2126341370886,payment,1885,246,UK,desktop,1,1,0
4313.1949066462585,payment,903,395,UK,tablet,0,1,0
4748.107912051634,transfer,2550,487,US,tablet,1,1,0
743.8966698358993,payment,1458,476,India,tablet,0,1,0
4633.672249555857,payment,2379,5,India,mobile,0,1,0
2465.6603024668957,deposit,2308,465,Australia,tablet,1,0,0
1298.6394976118022,transfer,1784,184,UK,mobile,1,0,0
2301.0874236289237,transfer,952,20,India,desktop,1,1,0
4900.36255067453,withdrawal,2189,425,India,tablet,0,0,0
2468.1642890244193,transfer,1066,46,Canada,tablet,1,1,0
1650.470535334666,transfer,1446,12,Canada,tablet,0,1,0
3170.6702630404616,withdrawal,2577,70,India,desktop,1,1,0
1208.3266377031835,transfer,2675,17,Australia,mobile,1,0,0
388.55800726223293,transfer,2311,371,India,mobile,1,0,0
653.1098123341396,transfer,2679,147,US,tablet,1,1,0
648.9487363992845,transfer,343,154,UK,desktop,1,0,0
767.9944406263488,withdrawal,2643,304,Australia,desktop,1,0,0
702.7475915205566,transfer,2286,108,US,desktop,0,1,0
3207.964976568041,transfer,2027,236,Australia,desktop,1,0,0
917.5816211517326,withdrawal,1067,308,US,desktop,0,0,0
1734.8797437860774,deposit,1686,352,UK,mobile,1,1,0
4484.974165430999,payment,2664,70,UK,mobile,1,1,1
2375.068584911733,deposit,1808,183,Canada,mobile,1,0,0
3341.1131152199255,withdrawal,1044,250,US,tablet,0,1,0
869.8761572961329,payment,1123,228,Canada,desktop,0,0,0
969.5222038552672,withdrawal,1154,102,US,tablet,1,1,0
213.93439516972953,withdrawal,727,75,Canada,desktop,0,1,0
852.985964730101,transfer,2209,417,UK,mobile,1,1,0
1400.1657917694736,payment,1434,446,Australia,tablet,1,1,0
893.2823165409666,transfer,1185,216,Canada,mobile,0,0,0
452.6256434477075,payment,1073,407,US,desktop,0,1,0
611.9729967919981,withdrawal,1959,399,US,desktop,0,1,0
2309.286052483302,withdrawal,2613,411,UK,desktop,0,1,0
1039.6052548449047,deposit,1043,203,US,mobile,1,0,0
1827.7066066298964,payment,256,192,India,desktop,0,0,0
2522.0521815657357,transfer,1858,249,Australia,mobile,0,1,0
3455.070194860533,deposit,1522,499,Canada,tablet,1,1,0
206.1675778070837,deposit,851,242,Australia,desktop,0,1,0
3999.057890556123,deposit,2053,465,UK,desktop,0,1,1
3143.2229435596296,transfer,900,179,Canada,desktop,0,1,0
417.9775694248708,deposit,2482,437,Canada,tablet,0,1,0
4369.157334292819,transfer,2279,462,India,desktop,1,0,0
4605.153278653748,deposit,2115,219,UK,mobile,1,1,0
314.7790196757701,transfer,1825,82,US,mobile,0,1,0
1391.6194642545465,withdrawal,217,92,India,desktop,0,1,0
4032.9443861673763,withdrawal,1110,435,India,desktop,1,1,0
3743.8158550144553,withdrawal,970,175,Australia,tablet,0,1,0
930.7598865883228,withdrawal,2350,239,Australia,tablet,0,1,0
1054.6531234501845,withdrawal,2660,260,Australia,tablet,0,0,0
1858.655792928996,deposit,2593,391,India,desktop,0,0,0
2427.7696961031966,deposit,555,365,US,tablet,0,0,0
3095.091309936177,deposit,365,163,Canada,tablet,0,0,0
1850.8790614531642,transfer,2775,48,Australia,mobile,0,0,0
2318.048233504408,transfer,1108,329,US,tablet,0,0,0
3739.879981287445,transfer,2577,328,UK,mobile,0,1,1
193.0491824240835,transfer,2977,116,Australia,mobile,1,1,0
1269.6603522766636,withdrawal,2843,429,Canada,tablet,1,1,0
3569.6144335639165,withdrawal,2613,337,UK,mobile,1,1,0
4477.0821200591245,withdrawal,191,337,UK,desktop,0,1,0
2563.270436157174,payment,623,369,Canada,desktop,0,1,0
2665.2462914739253,deposit,1968,225,Australia,tablet,1,0,0
544.7883365854825,transfer,2236,352,India,desktop,0,1,0
2242.5877104490387,transfer,89,328,Canada,mobile,1,0,0
2667.7601596105656,withdrawal,2992,147,Canada,desktop,0,0,0
1219.927813137301,transfer,1931,63,Canada,tablet,1,1,0
1353.523722437411,transfer,2288,294,UK,tablet,1,1,0
1892.647973892067,deposit,435,323,US,mobile,1,1,0
110.15527691085458,withdrawal,693,443,India,tablet,0,1,0
1617.1750362600596,deposit,1162,325,Australia,desktop,1,1,0
1065.1255549127577,payment,1129,13,Australia,tablet,0,1,0
1644.2117873677942,payment,571,431,US,mobile,0,1,0
607.6130377780636,payment,1367,494,Canada,tablet,0,0,0
4453.731130892076,withdrawal,1027,189,India,desktop,0,1,0
2972.026343234703,transfer,1170,287,Australia,mobile,0,1,0
3398.720572531003,withdrawal,897,208,Australia,desktop,0,0,0
3947.964480650618,withdrawal,2096,114,Canada,mobile,0,1,0
2497.226572655996,transfer,461,480,US,tablet,1,1,0
443.73223755624423,deposit,769,22,India,mobile,1,0,0
2690.1616436745535,payment,1403,349,US,mobile,1,1,0
2938.337178924187,deposit,212,214,US,tablet,0,1,0
3729.7429761798066,payment,2190,171,India,desktop,0,1,0
2163.9811356861,withdrawal,1236,323,India,tablet,0,1,1
646.6257109498632,payment,2558,54,Australia,mobile,0,1,0
1426.041769935635,withdrawal,1199,394,Australia,tablet,1,1,0
1821.780659029189,deposit,860,298,India,mobile,0,0,0
3233.12703424469,withdrawal,1681,320,UK,tablet,1,1,0
2858.1837402978704,deposit,1166,126,Australia,tablet,0,1,0
1786.9226622302529,transfer,2840,277,UK,desktop,1,0,0
4932.711091476968,transfer,505,464,India,mobile,0,0,0
3032.8163485908667,transfer,2840,204,Australia,desktop,1,1,0
1193.7616907626125,withdrawal,1356,194,US,mobile,0,0,0
517.8945383758146,transfer,1000,169,India,tablet,1,1,0
772.7671045298168,payment,1049,152,Canada,mobile,0,1,0
1237.3290646386956,deposit,1171,35,UK,desktop,1,0,0
811.8000525651828,deposit,1866,184,India,desktop,1,1,0
940.9694500160158,payment,190,286,India,desktop,0,1,0
1432.624891782297,withdrawal,2478,57,Australia,mobile,1,0,0
875.1342405208266,withdrawal,227,222,Australia,desktop,0,0,0
4484.859468885861,deposit,1313,303,Australia,desktop,0,0,0
410.36639085159464,transfer,689,163,Canada,desktop,0,0,0
2627.311833955571,withdrawal,1805,19,Australia,tablet,1,1,0
2057.880166678411,withdrawal,1100,370,India,tablet,1,0,0
4912.0692983739455,payment,2040,264,Australia,mobile,0,0,0
569.0741218185813,payment,428,282,US,mobile,0,0,0
1995.2994392382507,transfer,1763,113,Australia,desktop,1,0,0
4847.657462044091,withdrawal,1612,488,Canada,tablet,1,0,0
4328.880558210962,withdrawal,2155,327,US,desktop,1,1,0
4087.1896340369067,payment,2201,30,India,desktop,0,0,0
1296.9351069542497,withdrawal,104,135,India,tablet,0,1,1
862.7290610764285,deposit,2214,67,UK,tablet,0,0,0
3346.5296674229107,payment,631,65,US,tablet,0,0,0
4647.586185746653,transfer,866,292,UK,mobile,0,0,0
2788.2468361395095,payment,1558,25,US,mobile,1,0,0
2862.3473204548004,withdrawal,529,37,US,desktop,0,0,0
1407.0956773648181,transfer,1626,1,Canada,mobile,1,0,0
3849.7697366277653,payment,167,399,UK,tablet,1,0,0
943.3483053020416,deposit,2127,37,Canada,tablet,0,0,0
1625.159389657176,deposit,1824,141,US,mobile,1,1,0
2132.9278286959197,payment,1002,232,India,desktop,0,0,0
2542.9757896354304,deposit,1672,136,US,desktop,1,1,0
1219.6245647512503,deposit,1915,389,Canada,mobile,0,0,0
583.0357554486257,deposit,2331,188,UK,desktop,0,1,0
3056.994011783747,transfer,2058,128,UK,desktop,1,0,0
1450.2664606688763,deposit,2787,201,Canada,desktop,0,0,0
2910.378724898835,deposit,1930,127,UK,tablet,1,0,0
780.2699492182695,deposit,2640,257,Australia,tablet,0,1,1
2410.889108255539,transfer,2834,164,India,mobile,0,1,0
2667.6212684324137,payment,1479,35,India,tablet,0,1,0
268.5994487439103,withdrawal,576,194,India,desktop,1,1,0
1689.6553481876638,deposit,951,191,UK,tablet,1,0,0
680.7292379254815,payment,610,104,UK,mobile,0,0,0
326.24110265911105,deposit,1402,23,US,tablet,1,0,0
4949.901559625827,transfer,1986,265,US,desktop,0,1,0
1618.5456864238677,payment,2033,290,India,desktop,1,0,0
4051.273484814628,transfer,2126,430,Australia,mobile,1,1,0
1280.6568672711817,deposit,2994,462,US,tablet,0,1,0
3410.698583897407,deposit,733,384,US,tablet,0,1,0
3803.537020849536,transfer,2338,260,UK,tablet,0,1,0
2982.2373156331428,withdrawal,2433,414,Australia,desktop,0,1,0
2363.1651808652905,transfer,1655,479,India,mobile,0,0,0
2065.08616159487,deposit,667,358,US,tablet,1,1,0
1750.8526500495466,transfer,2820,75,Australia,desktop,1,1,0
4648.350429796651,withdrawal,1039,355,Australia,desktop,0,0,0
4154.790844860769,transfer,670,72,India,desktop,0,1,0
4825.484284225898,withdrawal,2869,259,Australia,tablet,0,1,0
630.2431451928682,withdrawal,2689,398,Australia,tablet,1,0,0
3657.0287012661847,transfer,1891,188,Australia,tablet,0,0,0
4692.318879536979,transfer,2886,461,US,tablet,0,0,0
914.3530001666442,payment,1235,173,India,tablet,1,1,0
341.8163741602197,deposit,715,480,Australia,tablet,1,0,0
3708.1920399573946,withdrawal,1881,290,Australia,tablet,1,0,0
2876.6208347677602,payment,217,45,US,tablet,1,0,0
4210.725596023777,transfer,1649,61,India,tablet,0,1,0
707.4641593651846,deposit,1717,83,UK,desktop,1,0,0
3978.383886180852,payment,1014,123,US,tablet,1,1,0
1016.1203270382453,withdrawal,577,358,India,mobile,0,1,0
826.6431548998655,payment,2802,16,Australia,desktop,0,0,0
829.6863316756547,withdrawal,1461,66,India,tablet,0,1,0
4074.727853954597,transfer,905,424,India,mobile,1,1,0
3329.3341312740386,deposit,647,145,India,tablet,0,0,0
2620.0964695979055,deposit,2491,375,UK,mobile,1,1,0
1800.5641157762775,deposit,1395,162,India,mobile,1,0,0
4387.23069865741,transfer,1273,234,UK,mobile,1,1,0
1968.3010860389506,withdrawal,932,380,Australia,mobile,0,1,0
4084.8312029631697,transfer,192,144,UK,desktop,1,0,0
2201.28319376539,deposit,2004,358,Australia,desktop,0,0,0
1890.952702830289,transfer,299,188,Australia,mobile,0,1,0
2318.772130491336,transfer,661,322,UK,tablet,0,1,0
1513.875592079069,transfer,935,450,US,mobile,1,0,0
3740.570807079493,withdrawal,2044,474,Canada,desktop,1,1,0
2518.574746561471,payment,1671,13,India,tablet,1,1,0
1168.7413487826184,payment,234,184,Canada,desktop,0,1,0
4498.877120640097,transfer,611,111,India,desktop,1,1,0
1925.617194652325,payment,1609,415,India,tablet,1,0,0
2722.3287769588032,payment,870,290,Australia,mobile,1,0,0
4533.295833713089,transfer,1866,295,India,mobile,1,0,0
3124.9475996108204,transfer,1281,451,India,mobile,1,0,0
593.3212231347367,deposit,1749,392,UK,mobile,0,0,0
4699.762296831241,payment,1672,215,Canada,tablet,0,0,0
3142.263184826375,withdrawal,2673,462,UK,tablet,0,1,0
1681.1790171388598,transfer,2327,120,India,tablet,0,0,1
704.9676425903024,deposit,904,382,Australia,desktop,1,1,1
3972.185694458777,withdrawal,1494,55,UK,tablet,0,1,0
3104.1630520832823,payment,2273,27,UK,mobile,1,1,0
2671.9708489618442,deposit,719,118,US,desktop,0,0,1
4470.523989424279,transfer,2040,221,India,mobile,0,1,0
3945.1000840104084,withdrawal,2716,231,Australia,mobile,0,0,0
766.8576498664283,transfer,1452,53,UK,tablet,1,1,0
1565.4931182997857,payment,2031,295,UK,tablet,1,1,0
1249.960807674184,withdrawal,701,321,Australia,mobile,0,0,0
3722.291999937658,payment,1201,401,India,mobile,1,1,0
177.3268493315391,payment,1525,233,US,desktop,0,1,0
2853.7495275078695,deposit,973,158,UK,tablet,0,1,0
3814.668841846046,transfer,2276,437,US,desktop,0,1,1
4385.06052744113,withdrawal,1479,269,Canada,desktop,1,0,0
1716.9879260923783,payment,2569,21,India,desktop,0,1,0
4108.0739503133445,payment,925,403,Canada,mobile,0,1,0
562.0523674064841,withdrawal,2219,53,Canada,desktop,0,0,0
4233.796935755246,payment,1366,275,Canada,desktop,1,1,0
646.1684250365922,deposit,194,313,India,mobile,0,1,0
1992.4635798962327,deposit,2391,281,India,tablet,1,1,0
3988.503875239973,deposit,2098,214,Australia,tablet,0,1,0
758.0879624703812,deposit,1135,31,US,desktop,1,0,0
1153.964462210881,payment,1783,337,US,mobile,0,1,0
3614.040316281401,withdrawal,2382,183,Australia,tablet,0,0,0
3602.982317364911,withdrawal,1968,23,Australia,desktop,1,1,1
3209.3266880976335,withdrawal,400,32,Canada,desktop,1,1,0
3472.802737890829,withdrawal,1910,446,Australia,mobile,0,1,0
2718.194972304505,transfer,882,74,UK,desktop,1,0,1
1266.4773039456943,withdrawal,413,10,US,tablet,0,1,0
1735.023007584558,transfer,1961,484,Australia,mobile,0,1,0
916.1726068391141,transfer,2522,456,UK,tablet,0,0,0
4543.168301054806,deposit,454,54,UK,tablet,1,0,0
2921.125055882941,transfer,2238,52,UK,tablet,0,0,0
2010.248569650563,payment,658,148,UK,desktop,1,0,0
2315.408960184222,transfer,924,160,Canada,desktop,0,1,0
4736.943864662959,deposit,2567,370,UK,tablet,1,1,0
775.2235015492402,transfer,2404,14,Canada,tablet,1,1,0
2935.2868617638183,payment,627,178,Canada,mobile,0,1,0
2534.384507633485,payment,2366,412,UK,mobile,1,0,0
3061.1566348188926,payment,622,366,US,desktop,0,1,0
100.36981726599414,deposit,1717,53,UK,desktop,0,1,0
4361.898305631315,deposit,602,408,UK,mobile,0,1,0
4661.270229593226,withdrawal,2105,335,UK,tablet,0,1,0
2830.014586110153,deposit,2120,22,US,desktop,0,0,0
3486.287611145692,payment,1734,30,India,tablet,1,1,0
4613.271912074705,payment,2500,191,India,mobile,0,1,0
3539.120785223859,deposit,206,260,Canada,desktop,1,1,0
771.1698241421641,transfer,558,205,Canada,desktop,1,0,0
2885.678917232398,deposit,1663,59,US,mobile,0,0,0
3037.508081450451,deposit,995,471,Australia,desktop,1,1,1
2126.412049798906,payment,1547,264,India,mobile,0,1,0
3684.856735767367,withdrawal,227,466,Canada,desktop,1,1,0
4672.491403697384,payment,2687,12,India,mobile,1,0,0
4628.586879404814,withdrawal,2919,119,US,desktop,1,1,0
2259.6884633066193,payment,882,415,US,tablet,0,1,0
575.0578487453687,deposit,1567,462,Australia,tablet,1,1,1
4924.357582822049,payment,2099,290,Australia,tablet,0,0,0
4196.101451365211,payment,1110,338,US,desktop,1,1,0
632.0667792043016,payment,2919,248,Canada,desktop,1,1,1
4605.000994260688,deposit,127,354,India,tablet,1,0,0
4350.78284669002,deposit,1933,127,UK,tablet,1,0,0
2599.0019050591,deposit,464,75,Australia,mobile,0,1,0
2960.464424367197,deposit,666,361,UK,mobile,0,0,0
2001.02349231195,withdrawal,617,204,Canada,mobile,1,1,0
283.26057772193633,withdrawal,373,49,Australia,tablet,1,0,0
1682.6342358130455,transfer,1347,79,UK,tablet,0,0,0
4016.2387085040773,deposit,2009,441,Canada,tablet,0,1,0
33.113794792968264,withdrawal,600,479,India,mobile,0,1,1
1674.1608667388095,payment,640,241,Canada,desktop,0,1,0
1996.861781018807,deposit,1757,349,Australia,tablet,1,0,0
2691.6040586602353,transfer,2320,154,US,desktop,1,1,0
4600.079525899675,transfer,1884,274,India,desktop,0,1,0
1738.2665118861466,transfer,2638,96,UK,desktop,0,1,0
1741.2964774621762,payment,989,214,Australia,mobile,0,1,0
3690.1312280676443,withdrawal,2109,294,US,desktop,0,1,0
2266.5675250401378,payment,2468,209,Canada,tablet,0,0,0
1130.7780664705099,deposit,2354,343,US,mobile,0,1,0
2267.67318550214,transfer,561,88,Australia,tablet,1,1,0
712.8765316952013,payment,1207,306,Australia,tablet,1,0,0
890.1710626660544,payment,2460,264,US,mobile,1,1,0
2496.8551859700037,withdrawal,1121,425,Canada,tablet,0,1,0
2100.437993027694,withdrawal,1931,390,US,tablet,0,1,0
4575.081046329819,transfer,913,325,Australia,mobile,0,1,0
1818.3455565919992,payment,2291,428,Australia,tablet,1,1,0
2907.1358678874367,payment,1708,377,UK,desktop,0,0,0
3164.9987967184566,withdrawal,2453,320,UK,tablet,0,0,0
75.34133837578484,payment,2821,157,India,desktop,1,0,0
3321.0514863633857,payment,2290,156,Australia,tablet,0,1,0
898.3994746800596,payment,2156,139,UK,mobile,1,0,0
4805.740884172581,withdrawal,1779,121,US,mobile,1,1,0
751.8270114880337,transfer,2705,65,Canada,tablet,0,1,0
2078.9743773978485,deposit,2681,107,US,mobile,1,1,0
435.8948437124329,transfer,811,147,Canada,tablet,0,0,0
4984.402516711278,deposit,2757,137,UK,mobile,1,0,0
2515.9531015529005,payment,2135,411,India,desktop,0,0,0
2980.9712364270185,transfer,910,162,US,tablet,1,1,0
344.71162216825314,deposit,476,428,US,desktop,0,0,0
3752.302747291897,withdrawal,2143,452,US,desktop,1,1,0
1057.428909546973,withdrawal,1813,100,Canada,tablet,1,0,0
4491.290904309161,transfer,1307,338,UK,desktop,1,0,1
1033.6468060052157,transfer,2021,399,US,tablet,0,1,0
961.5317261116962,payment,1097,307,US,desktop,0,1,0
192.38284256199344,transfer,1607,141,India,tablet,1,0,0
2365.614056098896,payment,1041,83,India,tablet,0,0,0
2828.557254980456,payment,2304,177,UK,mobile,1,0,0
337.8861107474783,withdrawal,803,198,UK,tablet,0,1,0
3879.8828073081027,withdrawal,2756,112,Australia,tablet,1,1,0
2271.9112853926576,deposit,1844,56,India,desktop,0,0,1
2626.707443944624,withdrawal,2678,460,Australia,tablet,1,0,0
2209.4061072217582,withdrawal,2456,179,Canada,mobile,1,1,0
2009.8076737678766,transfer,1231,421,Australia,desktop,1,0,0
2802.6052532280073,withdrawal,1480,401,US,desktop,1,1,0
784.6488271942554,deposit,2786,186,Australia,mobile,0,1,0
917.8213711714029,transfer,336,471,UK,desktop,1,1,0
4310.310248857451,deposit,808,218,Canada,desktop,0,1,0
4731.116156046827,withdrawal,2581,413,US,desktop,0,1,0
1872.8134882359673,deposit,2345,417,Australia,desktop,1,1,0
1361.0159189863334,transfer,37,316,Canada,mobile,0,0,0
3223.557720762689,payment,2585,475,Canada,mobile,0,1,0
2049.583513779501,deposit,505,217,US,desktop,0,1,0
136.67791474512086,deposit,1350,120,Australia,desktop,1,0,0
789.2014608572899,transfer,2241,439,Canada,mobile,0,1,0
3582.7014219485136,transfer,514,394,Canada,mobile,0,0,0
3298.0304701316554,deposit,2644,175,India,mobile,1,1,0
145.2090025923826,withdrawal,934,23,Canada,desktop,1,0,0
1117.6410880454177,deposit,588,213,India,desktop,0,0,0
1163.0632349744762,transfer,1997,405,Australia,tablet,1,1,0
3362.7447905576546,payment,2315,235,Australia,mobile,0,1,0
108.35558339427713,payment,1157,13,Australia,desktop,0,1,0
529.5018241030235,withdrawal,1263,101,UK,mobile,0,1,0
4001.581266012215,deposit,2631,417,Australia,desktop,1,0,0
900.9378636511248,payment,2905,24,Canada,mobile,0,0,0
3267.203078180855,deposit,497,364,US,desktop,1,0,0
1198.5320774231654,transfer,2463,11,India,tablet,1,1,0
506.2125498691324,payment,2852,273,UK,tablet,0,0,0
1223.4292330872759,withdrawal,877,452,Australia,mobile,1,1,0
3614.1119899597393,transfer,2464,431,Australia,desktop,1,1,0
4279.9253758503655,withdrawal,2954,281,US,desktop,1,0,0
4152.797124189288,transfer,288,94,US,mobile,1,1,0
1991.9458127960895,payment,312,201,UK,desktop,1,0,0
3343.744831487524,withdrawal,1679,21,India,mobile,0,1,0
1032.8716341249467,withdrawal,1928,340,Australia,desktop,1,0,0
1472.8071740024561,transfer,69,467,UK,mobile,0,1,0
4482.715734420388,withdrawal,2563,211,Canada,desktop,0,0,0
74.87959831857282,transfer,2297,140,Canada,mobile,0,0,0
436.68756896379574,transfer,1044,293,UK,desktop,0,1,1
1047.3524131786764,transfer,642,298,Australia,tablet,0,1,0
142.39569733036038,transfer,1945,401,UK,desktop,0,0,0
915.3628210980886,payment,717,101,Australia,mobile,1,1,0
2919.377389238764,transfer,642,304,US,tablet,1,1,0
2112.9085074565646,deposit,2337,359,UK,desktop,1,1,0
4464.431838274105,withdrawal,2443,28,Australia,tablet,0,0,0
4089.04337307482,deposit,1811,41,UK,desktop,1,0,0
1715.668584972401,payment,1840,355,UK,tablet,1,1,0
1304.5229328221494,deposit,2621,303,Australia,mobile,1,1,0
1904.6651167546618,withdrawal,2726,496,Australia,desktop,0,0,0
2955.5717631488906,deposit,1577,146,India,desktop,1,1,0
1347.6375677061526,payment,1960,256,UK,mobile,0,0,0
3124.5030501671786,transfer,2891,462,Canada,tablet,1,1,0
2052.9641444342897,deposit,1182,227,UK,mobile,0,1,0
2764.7154324513813,payment,604,236,UK,mobile,0,1,0
2186.2713803852303,payment,1940,361,Australia,tablet,0,0,0
1479.3841401141692,withdrawal,1042,380,UK,mobile,1,0,0
4742.782001741162,withdrawal,699,455,UK,desktop,1,0,0
3820.3929128572063,deposit,298,489,Canada,desktop,0,0,0
